task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
672	18/5bb3ec	38675181	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.713	32m 50s	13m 39s	1893.7%	9.4 GB	21.2 GB	7.4 GB	6.8 GB
673	07/58128a	38675182	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.780	32m 50s	13m 36s	1900.2%	9.5 GB	21.2 GB	7.4 GB	6.8 GB
674	90/7c0c55	38675183	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.799	32m 50s	13m 38s	1895.7%	9.5 GB	21.4 GB	7.4 GB	6.8 GB
675	d3/b93b8e	38675185	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.909	32m 50s	13m 39s	1893.7%	9.4 GB	21.3 GB	7.4 GB	6.8 GB
678	78/138250	38675189	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:25.071	32m 44s	13m 40s	1892.3%	9.5 GB	21.2 GB	7.4 GB	6.8 GB
680	90/4d9ad3	38675190	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:25.093	32m 44s	13m 38s	1894.7%	9.4 GB	21.2 GB	7.4 GB	6.8 GB
938	55/3ed59d	38675338	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:13.656	12m 55s	2m 39s	1597.2%	5 GB	20.8 GB	1.9 GB	1 GB
944	6c/b6060d	38675339	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.767	12m 50s	2m 37s	1634.1%	5 GB	20.8 GB	2 GB	1 GB
947	b2/4b951d	38675342	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.873	12m 50s	2m 39s	1614.3%	5 GB	20.8 GB	2 GB	1 GB
948	60/06fa49	38675343	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.893	12m 50s	2m 39s	1614.1%	5 GB	20.8 GB	1.9 GB	1 GB
949	cd/f096e6	38675344	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.912	12m 50s	2m 39s	1606.9%	5 GB	20.8 GB	1.9 GB	1 GB
950	47/b1b8c3	38675345	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.979	12m 50s	2m 39s	1614.0%	5 GB	20.8 GB	2 GB	1 GB
951	24/e2444c	38675346	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.999	12m 50s	2m 37s	1624.8%	5 GB	20.8 GB	2 GB	1 GB
961	ed/aef8f4	38675349	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:29.183	12m 40s	2m 39s	1606.8%	5 GB	20.8 GB	1.9 GB	1 GB
671	ef/e16272	38675180	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.681	32m 55s	13m 41s	1891.3%	9.4 GB	21.2 GB	7.4 GB	6.8 GB
676	c3/a4f59c	38675184	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.867	32m 55s	13m 41s	1892.2%	9.4 GB	21.2 GB	7.4 GB	6.8 GB
677	57/744e9a	38675186	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.966	32m 55s	13m 41s	1888.6%	9.4 GB	21.2 GB	7.4 GB	6.8 GB
681	c2/6a1269	38675196	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:23:43.567	31m 45s	13m 57s	1903.6%	9.7 GB	21.3 GB	7.5 GB	6.9 GB
711	95/b318e8	38675217	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.750	26m 50s	13m 59s	1902.2%	9.6 GB	21.2 GB	7.5 GB	6.9 GB
739	df/8d5573	38675222	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.863	26m 50s	13m 58s	1906.2%	9.6 GB	21.2 GB	7.5 GB	6.9 GB
696	b7/5cdd20	38675211	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:27:43.567	27m 50s	14m 4s	1892.5%	9.7 GB	21.4 GB	7.5 GB	6.9 GB
682	af/840452	38675212	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:27:43.680	27m 50s	14m 2s	1895.1%	9.7 GB	21.2 GB	7.5 GB	6.9 GB
699	4c/8cbbf9	38675216	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.719	26m 55s	14m 2s	1900.0%	9.6 GB	21.3 GB	7.5 GB	6.9 GB
716	9e/d44d14	38675218	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.770	26m 55s	14m 2s	1897.7%	9.6 GB	21.4 GB	7.5 GB	6.9 GB
725	b5/2d2c0c	38675219	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.789	26m 55s	14m 5s	1891.9%	9.6 GB	21.3 GB	7.5 GB	6.9 GB
728	fd/e0161c	38675220	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.822	26m 55s	14m 4s	1895.7%	9.6 GB	21.3 GB	7.5 GB	6.9 GB
733	0c/4c197d	38675221	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.844	26m 55s	14m 1s	1898.3%	9.6 GB	21.2 GB	7.5 GB	6.9 GB
741	3e/3d3419	38675223	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.883	26m 55s	14m 3s	1896.6%	9.6 GB	21.2 GB	7.5 GB	6.9 GB
742	a5/266705	38675224	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_3_1999-L001)	COMPLETED	0	2023-06-15 20:28:38.907	26m 55s	14m 1s	1900.6%	9.6 GB	21.2 GB	7.5 GB	6.9 GB
973	98/ac60e6	38675351	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:42:44.118	13m 49s	4m 3s	1855.9%	5.6 GB	20 GB	3 GB	2.2 GB
977	d0/dad1c1	38675352	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:42:44.260	13m 49s	4m 3s	1854.7%	5.6 GB	19.9 GB	3 GB	2.2 GB
983	83/7940d5	38675353	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:42:44.409	13m 49s	4m 3s	1858.7%	5.6 GB	19.9 GB	3 GB	2.2 GB
981	0d/570d1a	38675362	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:45:23.732	11m 10s	4m 6s	1837.0%	5.7 GB	20.2 GB	3 GB	2.2 GB
984	de/c67aa8	38675363	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:45:33.602	11m	4m 6s	1838.0%	5.6 GB	19.8 GB	3 GB	2.2 GB
985	e1/41e078	38675370	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:08.971	9m 25s	4m 4s	1841.0%	5.6 GB	19.9 GB	3 GB	2.2 GB
986	9a/89456f	38675371	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:09.000	9m 25s	4m 5s	1840.5%	5.6 GB	20 GB	3 GB	2.2 GB
987	1b/7ca391	38675372	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:13.828	9m 20s	4m 5s	1837.5%	5.6 GB	19.9 GB	3 GB	2.2 GB
996	24/93a6e8	38675374	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:13.868	9m 20s	4m 6s	1829.5%	5.6 GB	19.9 GB	3 GB	2.2 GB
1001	e2/748d4f	38675375	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:13.886	9m 20s	4m 5s	1836.7%	5.6 GB	20 GB	3 GB	2.2 GB
1010	05/b1b210	38675376	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:13.905	9m 20s	4m 7s	1825.3%	5.8 GB	19.7 GB	3 GB	2.2 GB
988	ec/90fd00	38675373	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_2_1999-L001)	COMPLETED	0	2023-06-15 20:47:13.849	9m 25s	4m 7s	1838.5%	5.6 GB	19.7 GB	3 GB	2.2 GB
1082	3b/60c147	38675429	NFCORE_SAREK:SAREK:FASTP (KAZA_2_2006-L001)	COMPLETED	0	2023-06-15 20:53:38.925	5m 5s	1m 51s	970.0%	1.9 GB	2.8 GB	6.2 GB	5.6 GB
635	b4/ebf875	38675169	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:08.618	37m	12m 10s	1892.7%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
881	46/62cfa6	38675324	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:23.733	18m 10s	12m 31s	1885.1%	9.2 GB	19.9 GB	7.5 GB	6.8 GB
882	11/f2e6b1	38675325	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:23.773	18m 10s	12m 32s	1883.9%	9.2 GB	20 GB	7.5 GB	6.8 GB
883	f8/c51c13	38675326	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:23.792	18m 10s	12m 31s	1883.8%	9.2 GB	20 GB	7.5 GB	6.8 GB
884	c6/a15219	38675327	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:23.812	18m 10s	12m 34s	1879.4%	9.2 GB	20 GB	7.5 GB	6.8 GB
880	a7/51d211	38675323	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:23.703	18m 15s	12m 36s	1876.3%	9.2 GB	20.2 GB	7.5 GB	6.8 GB
1196	39/14d4a2	38675450	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.347	8m 14s	5m 25s	1881.1%	6.1 GB	20.9 GB	3.5 GB	2.7 GB
1188	08/597ef3	38675442	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:08.898	8m 20s	5m 29s	1864.4%	6.1 GB	21 GB	3.5 GB	2.7 GB
1190	aa/e54e64	38675444	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:08.986	8m 20s	5m 31s	1853.1%	6.1 GB	21 GB	3.5 GB	2.7 GB
1191	b6/924efe	38675445	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.016	8m 20s	5m 28s	1871.6%	6.1 GB	21.1 GB	3.5 GB	2.7 GB
1192	05/6635d0	38675446	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.204	8m 19s	5m 30s	1854.4%	6.1 GB	21.1 GB	3.5 GB	2.7 GB
1193	8c/b48514	38675447	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.252	8m 19s	5m 27s	1879.2%	6.1 GB	21.1 GB	3.5 GB	2.7 GB
1194	fb/86e7b7	38675448	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.285	8m 19s	5m 31s	1858.2%	6.4 GB	21 GB	3.5 GB	2.7 GB
1197	49/05adb0	38675451	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.390	8m 19s	5m 29s	1861.8%	6.1 GB	21 GB	3.5 GB	2.7 GB
1198	90/24db0a	38675452	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.422	8m 19s	5m 31s	1850.1%	6.1 GB	21 GB	3.5 GB	2.7 GB
1189	42/d95c3b	38675443	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:08.930	8m 25s	5m 32s	1850.3%	6.1 GB	21.1 GB	3.5 GB	2.7 GB
1195	94/8d16cc	38675449	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:09.312	8m 24s	5m 32s	1850.7%	6.1 GB	21 GB	3.5 GB	2.7 GB
1199	dc/0d72ea	38675454	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_4_2002-L001)	COMPLETED	0	2023-06-15 20:55:13.624	8m 20s	5m 32s	1844.8%	6.1 GB	21 GB	3.5 GB	2.7 GB
1128	b2/50e990	38675428	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:53:34.189	10m 39s	6m 14s	1859.5%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1135	26/92f45e	38675430	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:53:38.948	10m 35s	6m 14s	1866.9%	6.7 GB	19.8 GB	4.2 GB	3.4 GB
1148	ad/2d7e06	38675433	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:03.696	9m 10s	6m 16s	1858.0%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1157	f1/326f55	38675435	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:03.761	9m 10s	6m 15s	1859.2%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1179	58/4c943c	38675436	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:03.803	9m 10s	6m 15s	1856.8%	6.4 GB	19.8 GB	4.2 GB	3.4 GB
1180	2b/425a6a	38675438	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:08.702	9m 5s	6m 15s	1854.2%	6.4 GB	19.8 GB	4.2 GB	3.4 GB
1185	32/50cb36	38675439	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:08.735	9m 5s	6m 13s	1870.1%	6.7 GB	19.8 GB	4.2 GB	3.4 GB
1187	f6/3be015	38675441	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:08.834	9m 5s	6m 15s	1856.4%	6.5 GB	19.8 GB	4.2 GB	3.4 GB
1202	01/e64123	38675458	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:28.615	8m 45s	6m 16s	1860.1%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1203	29/c1a0db	38675459	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:28.648	8m 45s	6m 15s	1872.1%	6.6 GB	19.9 GB	4.2 GB	3.4 GB
1204	c6/05e555	38675460	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:28.667	8m 45s	6m 16s	1865.5%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1205	5d/b92918	38675461	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.602	8m 40s	6m 16s	1862.9%	6.6 GB	19.9 GB	4.2 GB	3.4 GB
1206	84/f2a8f4	38675462	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.634	8m 40s	6m 14s	1872.5%	6.6 GB	19.8 GB	4.2 GB	3.4 GB
1207	bb/416a43	38675463	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.654	8m 40s	6m 15s	1870.9%	6.6 GB	19.9 GB	4.2 GB	3.4 GB
1208	d4/0e38d6	38675464	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.673	8m 40s	6m 16s	1871.0%	6.4 GB	19.9 GB	4.2 GB	3.4 GB
1144	12/dd8a93	38675432	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:03.661	9m 15s	6m 17s	1849.3%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1156	0d/1bd358	38675434	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:03.737	9m 15s	6m 17s	1849.0%	6.4 GB	19.8 GB	4.2 GB	3.4 GB
1168	8d/fda0d3	38675437	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:08.634	9m 10s	6m 17s	1851.9%	6.4 GB	19.9 GB	4.2 GB	3.4 GB
1186	99/437f3f	38675440	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_6_2013-L001)	COMPLETED	0	2023-06-15 20:55:08.800	9m 10s	6m 17s	1843.2%	6.4 GB	19.7 GB	4.2 GB	3.4 GB
1200	fc/675c00	38675455	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:13.663	9m 5s	6m 16s	1861.0%	6.4 GB	19.8 GB	4.2 GB	3.4 GB
1201	3e/d406dc	38675456	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:13.702	9m 5s	6m 18s	1853.8%	6.4 GB	19.8 GB	4.2 GB	3.4 GB
1209	68/f9322c	38675465	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.692	8m 45s	6m 20s	1848.1%	6.6 GB	19.7 GB	4.2 GB	3.4 GB
1210	6a/7eef2a	38675466	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.712	8m 45s	6m 18s	1856.8%	6.6 GB	19.7 GB	4.2 GB	3.4 GB
1211	5e/06252e	38675467	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VORO_1_1998-L001)	COMPLETED	0	2023-06-15 20:55:33.735	8m 45s	6m 20s	1846.5%	6.6 GB	19.7 GB	4.2 GB	3.4 GB
905	cd/deec9a	38675328	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:23.831	23m 35s	12m 27s	1896.5%	9.2 GB	20.1 GB	7.5 GB	6.8 GB
885	cc/d8c739	38675329	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:28.669	23m 30s	12m 28s	1893.5%	9.2 GB	20 GB	7.5 GB	6.8 GB
909	33/638393	38675330	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:28.766	23m 30s	12m 28s	1892.5%	9.2 GB	20 GB	7.5 GB	6.8 GB
913	4b/19072c	38675332	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:38.914	23m 20s	12m 29s	1889.7%	9.2 GB	19.9 GB	7.5 GB	6.8 GB
914	9f/b16120	38675333	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_3_2005-L001)	COMPLETED	0	2023-06-15 20:41:38.937	23m 20s	12m 29s	1888.7%	9.2 GB	20.1 GB	7.5 GB	6.8 GB
